No;Kecamatan;Kelurahan;Nomor;Kepala Lingkungan 
1977;MEDAN TUNTUNGAN;SIMPANG SELAYANG;II;MEDAN TUNTUNGAN-SIMPANG SELAYANG-II
1978;MEDAN TUNTUNGAN;SIMPANG SELAYANG;III;MEDAN TUNTUNGAN-SIMPANG SELAYANG-III
1979;MEDAN TUNTUNGAN;SIMPANG SELAYANG;IV;MEDAN TUNTUNGAN-SIMPANG SELAYANG-IV
1980;MEDAN TUNTUNGAN;SIMPANG SELAYANG;V;MEDAN TUNTUNGAN-SIMPANG SELAYANG-V
1981;MEDAN TUNTUNGAN;SIMPANG SELAYANG;VI;MEDAN TUNTUNGAN-SIMPANG SELAYANG-VI
1982;MEDAN TUNTUNGAN;SIMPANG SELAYANG;VII;MEDAN TUNTUNGAN-SIMPANG SELAYANG-VII
1983;MEDAN TUNTUNGAN;SIMPANG SELAYANG;VIII;MEDAN TUNTUNGAN-SIMPANG SELAYANG-VIII
1984;MEDAN TUNTUNGAN;SIMPANG SELAYANG;IX;MEDAN TUNTUNGAN-SIMPANG SELAYANG-IX
1985;MEDAN TUNTUNGAN;SIMPANG SELAYANG;X;MEDAN TUNTUNGAN-SIMPANG SELAYANG-X
1986;MEDAN TUNTUNGAN;SIMPANG SELAYANG;XI;MEDAN TUNTUNGAN-SIMPANG SELAYANG-XI
1987;MEDAN TUNTUNGAN;SIMPANG SELAYANG;XII;MEDAN TUNTUNGAN-SIMPANG SELAYANG-XII
1988;MEDAN TUNTUNGAN;SIMPANG SELAYANG;XIII;MEDAN TUNTUNGAN-SIMPANG SELAYANG-XIII
1989;MEDAN TUNTUNGAN;SIMPANG SELAYANG;XIV;MEDAN TUNTUNGAN-SIMPANG SELAYANG-XIV
1990;MEDAN TUNTUNGAN;SIMPANG SELAYANG;XV;MEDAN TUNTUNGAN-SIMPANG SELAYANG-XV
1991;MEDAN TUNTUNGAN;SIMPANG SELAYANG;XVI;MEDAN TUNTUNGAN-SIMPANG SELAYANG-XVI
1992;MEDAN TUNTUNGAN;SIMPANG SELAYANG;XVII;MEDAN TUNTUNGAN-SIMPANG SELAYANG-XVII
1993;MEDAN TUNTUNGAN;TANJUNG SELAMAT;I;MEDAN TUNTUNGAN-TANJUNG SELAMAT-I
1994;MEDAN TUNTUNGAN;TANJUNG SELAMAT;II;MEDAN TUNTUNGAN-TANJUNG SELAMAT-II
1995;MEDAN TUNTUNGAN;TANJUNG SELAMAT;III;MEDAN TUNTUNGAN-TANJUNG SELAMAT-III
1996;MEDAN TUNTUNGAN;TANJUNG SELAMAT;IV;MEDAN TUNTUNGAN-TANJUNG SELAMAT-IV
1997;MEDAN TUNTUNGAN;TANJUNG SELAMAT;V;MEDAN TUNTUNGAN-TANJUNG SELAMAT-V
1998;MEDAN TUNTUNGAN;TANJUNG SELAMAT;VI;MEDAN TUNTUNGAN-TANJUNG SELAMAT-VI
1999;MEDAN TUNTUNGAN;TANJUNG SELAMAT;VII;MEDAN TUNTUNGAN-TANJUNG SELAMAT-VII
2000;MEDAN TUNTUNGAN;TANJUNG SELAMAT;VIII;MEDAN TUNTUNGAN-TANJUNG SELAMAT-VIII
2001;MEDAN TUNTUNGAN;TANJUNG SELAMAT;IX;MEDAN TUNTUNGAN-TANJUNG SELAMAT-IX
